OBJECTID,FUNC_LOC_I,NAME,ADDRESS,ADDR3,AREA_SQ_M,RFOS_CATEGORY,RFOS_SUB_CATEGORY,MAINTAINED_BY,GlobalID
152929,K-GEMVAL,GEMVALE PARK,86 GEMVALE ROAD,REEDY CREEK,553,OPEN SPACE PARKS,WATER BODY,GCCC,22e843fa-b313-44ff-a68b-3c6da51e9771
152930,K-GILS01,GILSTON HALL PARK,471 GILSTON ROAD,GILSTON,7805,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,bcc09cbe-71f3-4ba7-a38d-135004f0ee5f
152931,K-MACROZ,MACROZAMIA ENVIRONMENTAL RESERVE,DAWE STREET,MAUDSLAND,822,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,02ee849b-1540-4c91-ac43-b533ac2aa893
152932,K-MAGNOL,MAGNOLIA LANE RESERVE,8 CALANTHE LANE,BONOGIN,23349,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,2694ae54-140f-4b20-b745-5350d060d0b1
152933,K-MAINBE,MAIN BEACH PLACE,SEA WORLD DRIVE,MAIN BEACH,1628,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6814e30d-174a-44a7-b9d9-86a065821084
152934,K-SPIKER,SPIKE RUSH PARK,66A BUSINESS STREET,YATALA,33419.65284257,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,35dba5ed-2080-4b13-b67d-ca74bea9ce4e
152935,K-SPIKER,SPIKE RUSH PARK,66A BUSINESS STREET,YATALA,12757.82285036,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,441d4980-9e8b-423b-9415-3342063f778c
152936,K-SOWARD,SOWARD PARK,43A SALVADO DRIVE,PACIFIC PINES,64575,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,6dba187f-74ca-4de1-a3b2-54841b984816
152937,K-SPALLS,SPALL STREET PARK,18 SPALL STREET,CARRARA,1681,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,485a46ca-9f34-4888-ab82-2ea5592165bd
152938,K-ALBE04,ALBERT RIVER NATURE RESERVE,JACKSON LANE,YATALA,28677,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,cd590305-6b63-4ca5-a9b8-bd58846620de
152939,K-ALBE02,ALBERT WATERWAYS PARK,61 SUNSHINE BOULEVARDE,MERMAID WATERS,17261,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,340e30ff-4c87-44f7-a36b-5cde540ba984
152940,K-ALEENA,ALEENA COURT RESERVE,24 WALLANDRA ROAD,MUDGEERABA,5642,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,3d9d91fa-f802-4a42-b38b-345f1c4b9dd1
152941,K-ASHFOR,ASHFORD PARK,9 KINGAROY AVENUE,HELENSVALE,4263,UTILITY RESERVE,UTILITY RESERVE,GCCC,c78d273a-96d1-4f95-86ed-10d9086ad3cf
152942,K-FITZRO,FITZROY PARK,10 CAULFIELD STREET,ROBINA,15488,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,8f6026b6-9326-4003-8122-0157c301f50a
152943,K-FITZRO,FITZROY PARK,10 CAULFIELD STREET,ROBINA,12018,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,d2e8b2b9-39cd-4630-8614-537f21cad4f1
152944,K-ESSENP,ESSEN PLACE PARKLANDS,ESSEN PLACE,OXENFORD,21558,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,30e6a070-67ca-4d96-9bee-21181233aa41
152945,K-STONEH,STONEHAVEN PLACE RESERVE,25 STONEHAVEN PLACE,HIGHLAND PARK,4534,OPEN SPACE PARKS,AMENITY SPACE,GCCC,3e59c8be-8178-44f2-892e-920724b56aba
152946,K-STONEH,STONEHAVEN PLACE RESERVE,25 STONEHAVEN PLACE,HIGHLAND PARK,11121,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,c83a1b13-8800-4947-8d3e-e70f723a48ad
152947,K-CATALI,CATALINA PARK,HEATHWOOD DRIVE,UPPER COOMERA,34021,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,6e64865d-3b6d-4486-badb-47fe7bbe284a
152948,F-OTSHER,SHERATON MIRAGE GOLDEN DOOR,SEAWORLD DRIVE,MAIN BEACH,8369,SPORTS PARKS,SPECIALISED SPORTS PARK,GCCC,31045e1d-95ef-45f7-a29c-1679fb48cf8f
152949,K-BOON01,BOONOOROO PARK (CENTRAL),6 MICHELMORE ROAD,CARRARA,13117,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,ef254768-f838-4169-85af-d75c1b7d1c70
152950,K-BOON01,BOONOOROO PARK (CENTRAL),6 MICHELMORE ROAD,CARRARA,5846,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,2bda7b2d-0a55-4e2a-b288-e93608fa72da
152951,K-CICADA,CICADA RESERVE,1A VENETIAN WAY,COOMERA,10600,UTILITY RESERVE,NATURAL DRAINAGE RESERVE,GCCC,aadd5f6e-1190-4626-a9fa-77c0cda2d591
152952,K-MISSOU,MISSOURI WAY RESERVE,52 CALIFORNIA DRIVE,OXENFORD,15361,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,d416ff2b-cde1-474d-986d-c2609be74a53
152953,K-MITC01,MITCHELL AVENUE RESERVE,MITCHELL AVENUE,CURRUMBIN,3017,OPEN SPACE PARKS,AMENITY SPACE,GCCC,11b20b7f-7af5-4a47-8c5b-bf71df9c3f6d
152954,K-MONETP,MONET PARK,27 SIDNEY NOLAN DRIVE,COOMBABAH,2965,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,315e982a-5777-443e-89c5-1d6efb3050ea
152955,K-MONROE,MONROE COURT RESERVE,3 ARTISTS AVENUE,OXENFORD,1345,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,04dd4a99-319c-4290-baed-f24ca9661bb4
152956,K-TIKIRE,TIKI RESERVE,CAVILL AVENUE,SURFERS PARADISE,457,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,cc1917cc-ea61-46b1-a144-1a67153b4e10
152957,K-TOMEWI,TOMEWIN RESERVE,CURRUMBIN CREEK ROAD,CURRUMBIN VALLEY,13636,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,e1bc314a-f68f-46e5-8b6d-be969172c068
152958,K-CURRON,CURRONG RESERVE,2A CURRONG CRESCENT,MUDGEERABA,4092,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6e04c339-93dd-4c9a-a702-b84777073a75
152959,K-HYMIXR,HYMIX RESERVE,HYMIX ROAD,GAVEN,130219,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,93837a34-5d5a-42e1-badb-2815830b61e3
152960,K-KERK01,KERKINDALE PARK,68 YARRIMBAH DRIVE,NERANG,601,UTILITY RESERVE,ACCESS LINKAGE,GCCC,0fa9ce4a-5292-40c5-83f2-1cb6fab1296e
152961,K-KERK01,KERKINDALE PARK,68 YARRIMBAH DRIVE,NERANG,89668,SPORTS PARKS,SPECIALISED SPORTS PARK,GCCC,72df7553-15da-40ce-9536-af2ed2ef755c
152962,K-KERK01,KERKINDALE PARK,68 YARRIMBAH DRIVE,NERANG,5263,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,b521a5e9-0442-4ee3-bda5-b78647171cc8
152963,K-SOME01,SOMERSET DRIVE RESERVE,9A KYLER COURT,MUDGEERABA,11343,OPEN SPACE PARKS,AMENITY SPACE,GCCC,a6d27bf3-4c98-4fe0-9c70-a0d6a2a982f0
152964,,PINE RIDGE CONSERVATION PARK,POINSETTIA AVENUE,RUNAWAY BAY,1122164,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,EXTERNAL,98165359-23e7-4270-9142-0b918dbea547
152965,K-PIZZEY,PIZZEY PARK,80 PACIFIC AVENUE,MIAMI,16696,COMMUNITY FACILITIES,AQUATIC CENTRE,GCCC,dcdf0c5e-e114-410e-aed7-120e9e0bfd69
152966,K-POPPIE,POPPIES PARK,6A RITZ DRIVE,COOMERA,6691,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,9e760f79-1a38-4f6c-8efe-41c86e02cad0
152967,K-PRESTW,PRESTWICK PARK,14 PRESTWICK COURT,ROBINA,1130,OPEN SPACE PARKS,AMENITY SPACE,GCCC,241e1bd8-2e16-481b-96d9-b02ff54070b4
152968,K-DELORA,DELORAINE COURT RESERVE,32 BARRIER REEF DRIVE,MERMAID WATERS,581,OPEN SPACE PARKS,AMENITY SPACE,GCCC,4eccaefe-4c5c-4e44-b9b7-fe45ef11b4ac
152969,K-SWAMPO,SWAMP OAK PARK,TREELINE CIRCUIT,UPPER COOMERA,106574,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,0d4d1c81-510c-46e5-9178-899254ce30fc
152970,K-JOHNSI,JOHN SIGANTO PARK,639 RESERVE ROAD,UPPER COOMERA,16460,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,d509710a-ca87-4167-a68b-b78b66d90d54
152971,K-ROBE05,ROBERT PARK,59A DEBORAH AVENUE,BENOWA,2331,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,a77ff927-12e2-4e3c-a758-ce0355981245
152972,K-CABLEP,CABLE PARK,3502 MAIN BEACH PARADE,MAIN BEACH,459,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,f1e6a752-a2fc-4ef2-9dd8-84fbeca12f34
152973,K-COLM02,COLMAN FAMILY PARK,5 WADDIWONG ROAD,COOMERA,3529,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,cb6b171a-eb8d-4580-8fe2-35d9b18accbb
152974,K-COLM03,COLMAN ROAD RESERVE,COLMAN ROAD,COOMERA,68651,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8bcdabc4-36d8-45c3-a38e-7c358cfe2e9d
152975,K-COLM01,COLMAN ROAD WATERFRONT RESERVE,COLMAN ROAD,COOMERA,158225,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,5d2914c1-9f77-4055-bcfc-eb9e90b50fa1
152976,K-COLUMB,COLUMBUS PARK,75 COLUMBUS DRIVE,HOLLYWELL,1318,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,88cd5261-55da-4bcb-aa2c-e8df7fa70087
152977,K-LOWE03,LOWER GOLDEN VALLEY PARK,9A GOLDEN VALLEY ROAD,TALLEBUDGERA VALLEY,33694,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,4d486b2b-c8ff-494b-b70e-fc302b1ecc7f
152978,K-CASEYP,CASEY PARK,CASEY CLOSE,CURRUMBIN WATERS,3108,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6c02e803-8510-45cb-b69c-aab9b01ee022
152979,K-CAST01,CASTLE HILL PARKLANDS,73 CASTLE HILL DRIVE SOUTH,GAVEN,12260,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,c8643a84-9e41-42e1-b55f-ddd7a75add7e
152980,K-RUMRUN,RUMRUNNER PARK,68 RUMRUNNER STREET,MERMAID WATERS,3721,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,b67df1b9-f565-42d3-a4c5-54d76fe97dd2
152981,K-VARS05,VARSITY LAKES WETLANDS RESERVE,SCOTTSDALE DRIVE,VARSITY LAKES,126022,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,cbf701c5-afb1-400b-b950-8e3497a6d0d8
152982,K-VARS05,VARSITY LAKES WETLANDS RESERVE,SCOTTSDALE DRIVE,VARSITY LAKES,25766,UTILITY RESERVE,UTILITY RESERVE,GCCC,90a79cd2-1da5-4ae5-a0dd-00adfef7813c
152983,K-SWAMPO,SWAMP OAK PARK,TREELINE CIRCUIT,UPPER COOMERA,13211,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,ffdcd8c3-4f8c-4436-806e-e6fced598c30
152984,K-SWAMPO,SWAMP OAK PARK,TREELINE CIRCUIT,UPPER COOMERA,54900,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,c7b933ab-d525-4964-a85d-ff862d522fab
152985,K-HEULAN,HEULAN COURT RESERVE,5B HEULAN COURT,REEDY CREEK,736,OPEN SPACE PARKS,AMENITY SPACE,GCCC,9c0aeba8-ce20-4ad0-a32e-9faf2f76d057
152986,K-DAHLIA,DAHLIA CRESCENT PARK,14A DAHLIA CRESENT,ORMEAU,11260,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,3f447aeb-d85e-4e1a-86e5-dd2639b21d07
152987,K-KARBUN,KARBUNYA RESERVE,36 ALEC AVENUE,MERMAID WATERS,1818,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,52fb27bc-36f3-4230-a652-f9a564a40724
152988,K-KEITHH,KEITH HUNT PARK,125 MUSGRAVE AVENUE,LABRADOR,918,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,b5e892a7-833b-4a65-8eb5-c47d222c6be2
152989,K-KELSEY,KELSEY CIRCUIT PARK,KELSEY CIRCUIT,NERANG,3423,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,a687f0a9-6201-41b4-b738-6faee03d8010
152990,K-KIAMAC,KIAMA COURT RESERVE,PACIFIC HIGHWAY,PIMPAMA,129785,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,40d9cebf-72f3-48b0-9830-4d62e5f70cbf
152991,K-MANLYD,MANLY DRIVE RESERVE,30A MANLY DRIVE,ROBINA,2506,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,40647150-8ef5-4de0-a4bd-31ed3655efb6
152992,K-MANRAW,MANRA WAY RESERVE,MANRA WAY,PACIFIC PINES,63665,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,a658195d-6c32-4456-a58b-b92dce313080
152993,K-ALBE01,ALBERT PARK,FREEMAR STREET,BROADBEACH,35264,OPEN SPACE PARKS,WATER BODY,GCCC,c14a0428-baa8-4698-a7bc-cdae0ab60c6a
152994,K-LAKELO,LAKE LOMANDRA PARK,OLYMPUS DR,ROBINA,3529,OPEN SPACE PARKS,AMENITY SPACE,GCCC,69bd6673-927a-4359-afee-7d5315043373
152995,K-KNACKR,KNACK RIDGE RESERVE,AYLESHAM DRIVE,BONOGIN,1247507,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,cc3c8e28-cac1-4450-a799-eddad17719fb
152996,K-STEW01,STEWARTS ROAD - PIMPAMA RIVER PARKLANDS,73 STEWARTS ROAD,ORMEAU,8373,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,7291c3b5-2b60-4370-bdcb-af6710aeb1fd
152997,K-OTIOSE,OTIOSE RESERVE,5 OTIOSE COURT,TALLAI,4953,UTILITY RESERVE,UTILITY RESERVE,GCCC,9395deea-4c63-4b9a-8972-42e5148737b1
152998,K-ANDROM,ANDROMEDA PARADE PARK,7A ANDROMEDA PARADE,ROBINA,2106,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,b8b84557-9dce-4d5a-b0cf-66afc5146fff
152999,K-ANDROM,ANDROMEDA PARADE PARK,7A ANDROMEDA PARADE,ROBINA,1263,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,d2b329e7-53a2-4290-85a4-f1659d59a5f4
153000,K-ANDROS,ANDROS COURT RESERVE,8 ANDROS COURT,CLEAR ISLAND WATERS,2766,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,14d89c7f-a8f4-4baf-a547-3e3732579079
153001,K-ANDYFR,ANDY FRIZZELL PARK,113 JEFFERSON LANE,PALM BEACH,2712,OPEN SPACE PARKS,DISTRICT RECREATION PARK,GCCC,f886f702-6c3e-43c5-8a9c-35e13f46ac7f
153002,K-ANGLER,ANGLERS PARK,ANGLERS ESPLANADE,RUNAWAY BAY,11408,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,52fcb765-9a4a-4e0a-ac5d-33de8afac14b
153003,K-ANGLES,ANGLESEA PARK,77 CAMBERWELL CIRCUIT,ROBINA,2527,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,31f4307b-fd31-4a38-80e0-56a56bbdc970
153004,K-ANISAR,ANISAR RESERVE,678 ASHMORE ROAD,MOLENDINAR,4414,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,a023c2ea-d3ea-46ca-9bc7-b903256e6767
153005,K-ANNABE,ANNABELLE CRESCENT RESERVE,17A ANNABELLE CRESCENT,UPPER COOMERA,2695,OPEN SPACE PARKS,AMENITY SPACE,GCCC,745b7e11-7b8b-4b93-af73-193ac9736eab
153006,K-ANNETT,ANNETTE KELLERMAN PARK,9 MARKERI STREET,MERMAID BEACH,6889,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,8383f204-55d4-419a-8cc7-e415d49d562b
153007,K-ANNIES,ANNIES COURT PARKLANDS,70A SIR BRUCE SMALL BOULEVARDE,BENOWA,2756,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,f23fd425-feb3-468c-bc7c-b060972f23dd
153008,K-TAILSP,TAILS PARK,6A RITZ DRIVE,COOMERA,5461,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,e7f8cc3c-00de-4a5a-bd0e-3370e161dd69
153009,K-TALL02,TALLAI ROAD SOUTH RESERVE,116 TALLAI ROAD,TALLAI,45487,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,c2ca1c22-840c-417d-b177-76a84793842e
153010,,CURRUMBIN VALLEY RESERVE,25 TOMEWIN MOUNTAIN ROAD,CURRUMBIN VALLEY,178934,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,EXTERNAL,eeb10bac-8bd8-45df-b042-76bac179d0df
153011,K-BOULEV,BOULEVARD PARK,PARKWOOD BOULEVARDE,PARKWOOD,10034,OPEN SPACE PARKS,AMENITY SPACE,GCCC,ab743a90-3502-43c0-a036-77d5292df7ca
153012,K-BREEZE,BREEZE PARK,VANILLA LANE,COOMERA,8407,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,9b780ca4-bb6a-4133-b0c8-0e2da1dad95c
153013,K-BRENTW,BRENTWOOD TERRACE RESERVE,BRENTWOOD TERRACE,OXENFORD,45038,UTILITY RESERVE,UTILITY RESERVE,GCCC,89141d16-59fe-4c42-a80f-7fd8bed547b3
153014,K-BREYNI,BREYNIA COURT RESERVE,4A BREYNIA COURT,ELANORA,808,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2810d5a0-c685-497d-8d69-373859c9b141
153015,K-BRIENH,BRIEN HARRIS PARK,1 PEACHEY ROAD,ORMEAU,51403,SPORTS PARKS,DISTRICT SPORTS PARK,GCCC,4cb4981b-480e-438f-b746-91c08be69aec
153016,K-ESSENP,ESSEN PLACE PARKLANDS,ESSEN PLACE,OXENFORD,906,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,3f492284-af80-428c-a833-04684ec5d11d
153017,K-ESSENP,ESSEN PLACE PARKLANDS,ESSEN PLACE,OXENFORD,778,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,099fcd0e-19a7-435d-b3e5-a0483161ff5d
153018,K-PION02,PIONEER PARK,370 MARINE PARADE,LABRADOR,4604,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2a8c9131-ee3f-417c-ac39-24a5acb466cb
153019,K-ALEX02,ALEXANDER DRIVE WEST RESERVE, ALEXANDER DRIVE,NERANG,22194,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,96d640b5-a194-4b75-90bf-7bc43a29a8ec
153020,K-THOR01,THORNTON ST PARK,11 THORNTON STREET,SURFERS PARADISE,406,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,f3f0d633-fab7-4ba2-a41a-930487e20501
153021,K-THRE02,THREDBO GROSVENOR LINK RESERVE,21 THREDBO DRIVE,WORONGARY,13474,UTILITY RESERVE,UTILITY RESERVE,GCCC,09ae826c-c168-4fc1-91bc-0644c59fbc0f
153022,K-TIBBIN,TIBBING ST PARK,66 BEAUDESERT NERANG ROAD,NERANG,2147,OPEN SPACE PARKS,AMENITY SPACE,GCCC,258502ac-fda7-4858-9feb-db5fd248113e
153023,K-MARB02,MARBLEWOOD ENVIRONMENTAL RESERVE,CASTLEREAGH CLOSE,PACIFIC PINES,33186,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,de88fc41-8c4b-4faf-996a-ca98abc6a127
153024,K-MART01,MARTIN SHEILS PARK,TALLEBUDGERA CREEK ROAD,BURLEIGH HEADS,2083,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,671e6c98-9b8d-476d-878a-3cad2fd1e380
153025,K-MART02,MARTINGALE PLACE,28A CLIPPER BOULEVARDE,CLEAR ISLAND WATERS,1676,OPEN SPACE PARKS,AMENITY SPACE,GCCC,09599e3b-4fdb-4dfd-b999-4fc5860c5cbc
153026,K-MATTOC,MATTOCKS ROAD PARKLAND,153 MATTOCKS ROAD,BURLEIGH WATERS,377,OPEN SPACE PARKS,AMENITY SPACE,GCCC,5b8daa4b-6bc5-489e-a2b3-772035e62877
153027,K-MCRAEC,MCRAE CIRCUIT PARK,29A MCRAE CIRCUIT,PACIFIC PINES,736,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,59046b5b-db98-40a9-aafd-bec26ea5ce6e
153028,K-MCWANG,MCWANG STREET RESERVE,6A MCWANG STREET,PIMPAMA,1124,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,c426fdbb-e2d9-4d48-acde-c8558223c4b1
153029,K-MERIDI,MERIDIEN PARK,22B MERIDIEN AVENUE,VARSITY LAKES,9488,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,f09df467-1940-45a2-928d-068c2c90b263
153030,K-MERION,MERION PARK,16 MERION COURT,ROBINA,6184,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,e445955b-ef1f-4dc9-9df2-ef7204bf2d5a
153031,K-MERM02,MERMAID PARK,2511 GOLD COAST HIGHWAY,MERMAID BEACH,16014,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,853861c9-26c8-4127-b701-1e11ac73052e
153032,K-MERNAA,MERNA AND JOHN FRANKLIN PARK,238 MUDGEERABA ROAD,MUDGEERABA,22140,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,b6f4860e-9bf4-4921-95a9-32dac2823eae
153033,K-MERVCR,MERV CRAIG RECREATION PARK,26 GALLEON WAY,CURRUMBIN WATERS,20615,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,1a9d54cf-8376-4d5a-915e-3b758b8d07f3
153034,K-MILESB,MILES BUISSON PARK,OLD BURLEIGH ROAD,BROADBEACH,10862,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,0493c957-5ddd-4076-90d1-f1b982ae6ebb
153035,K-VANTAG,VANTAGE POINT PARK,1 GABRIELLE GROVE,BURLEIGH HEADS,516,OPEN SPACE PARKS,AMENITY SPACE,GCCC,9dd0fd60-61b3-4900-a55a-a00d2e43d147
153036,K-CURR02,CURRUMBIN CREEK REACH,45 AQUA PROMENADE,CURRUMBIN VALLEY,87723,OPEN SPACE PARKS,WATER BODY,GCCC,21193841-2f58-412c-a0d2-f281e481569b
153037,K-CHRISY,CHRIS YEOMANS PARK,STEPHENSON STREET,LABRADOR,6681,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,42a9c1e0-bc1d-4751-9101-9de352709953
153038,K-ROBI05,ROBINA FREEWAY BUFFER,PACIFIC HIGHWAY,ROBINA,791,OPEN SPACE PARKS,AMENITY SPACE,GCCC,31e1d2f2-b07a-4b5d-8084-2ad2dd642652
153039,K-ROBI06,ROBINA ISLAND PARK,1A KIRRALEE DRIVE,ROBINA,4292,OPEN SPACE PARKS,AMENITY SPACE,GCCC,bc4a80a1-cd4c-4d47-85c8-d8c6454acb84
153040,K-ROBI10,ROBINA STATION RESERVE,261A ROBINA TOWN CENTRE DRIVE,ROBINA,12114,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2333b4d8-03db-485c-a3da-df0b748f45e2
153041,K-ROLLOM,ROLLO MEYERS GROUP OF PARKS,POINSETTIA AVE,RUNAWAY BAY,1597,OPEN SPACE PARKS,AMENITY SPACE,GCCC,fed20d9d-a0d3-46c2-82dc-008bb8bef5e5
153042,K-ROYALP,ROYAL PARK,36 TARNI STREET,COOMBABAH,18199,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,c313129c-d214-4ce5-9330-face0e40477a
153043,K-EDDI01,EDDIE KORNHAUSER RECREATIONAL RESERVE,6 CASUARINA DRIVE,ELANORA,23117,OPEN SPACE PARKS,WATER BODY,GCCC,33ed3700-88fb-4c1f-9d87-6bfd5c8027c7
153044,K-ELKCOU,ELK COURT ROAD RESERVE,RESERVE ROAD,UPPER COOMERA,1036,OPEN SPACE PARKS,AMENITY SPACE,GCCC,03de5fa3-1c0e-4bf1-aeb6-c6e511f71bc7
149803,K-NEIG02,NEIGHBOURHOOD WATCH PARK,1 MCILWAIN DRIVE,MERMAID WATERS,1556,OPEN SPACE PARKS,AMENITY SPACE,GCCC,3529732a-a353-434e-a197-ca4e5bd5e798
149804,,NERANG CONSERVATION PARK,164 NERANG MURWILLUMBAH ROAD,MOUNT NATHAN,1178917,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,EXTERNAL,e32f9f85-c7b4-4b38-9e9a-d4eb66c2ef2b
149805,K-NERA01,NERANG FOREST RESERVE ACCESS PARK,61A BURLEY GRIFFIN DRIVE,MAUDSLAND,107708,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,f58497ee-b1e8-41e8-8cd5-8dae52a5c64a
149806,K-RIVE08,RIVERSIDE RESERVE,WEEDONS ROAD,NERANG,14289,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,4646d5bd-8701-47e0-ba74-4261e2e941f7
149807,K-RIVE08,RIVERSIDE RESERVE,WEEDONS ROAD,NERANG,3435,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,c760a319-5d24-4f03-8f2e-730b60e4a0b8
149808,K-RIVE08,RIVERSIDE RESERVE,WEEDONS ROAD,NERANG,4493,UTILITY RESERVE,UTILITY RESERVE,GCCC,10a2915f-21bb-40e0-bb62-e40c3a25d173
149809,K-RIVE12,RIVERSIDE SANCTUARY PARK,RIVERSIDE SANCTUARY TERRACE,ORMEAU,946,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,512389f8-b826-439a-a234-f9a52591fc95
149810,K-RIVE17,RIVERSTONE CROSSING RESERVE,RIVERSTONE CROSSING,UPPER COOMERA,34145,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,8f7ef6ee-ce45-47a1-9069-887b7cf2de2a
149811,K-KLEINS,KLEINSCHMIDT FAMILY SPORTS PARK,RIVERSTONE CROSSING,UPPER COOMERA,16273,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,1d3c3298-9808-40b4-9a88-437b9bce7488
149812,K-KLEINS,KLEINSCHMIDT FAMILY SPORTS PARK,RIVERSTONE CROSSING,UPPER COOMERA,34582,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,b41fab12-d927-40e7-bda0-6dc660951c6b
